Domain,Area,Element,Item,Year,Value
"Livestock Primary","Madagascar","Production","Milk,Total","1998","525000"
"Livestock Primary","Madagascar","Production","Milk,Total","1999","530000"
"Livestock Primary","Madagascar","Production","Milk,Total","2000","535000"
"Livestock Primary","Madagascar","Production","Milk,Total","2001","480000"
"Livestock Primary","Madagascar","Production","Milk,Total","2002","475000"
"Livestock Primary","Madagascar","Production","Milk,Total","2003","470000"
"Livestock Primary","Madagascar","Production","Milk,Total","2004","490000"
"Livestock Primary","Madagascar","Production","Milk,Total","2005","510000"
"Livestock Primary","Madagascar","Production","Milk,Total","2006","520000"
"Livestock Primary","Madagascar","Production","Milk,Total","2007","530000"
"Livestock Primary","Madagascar","Production","Milk,Total","2008","549000"
"Livestock Primary","Madagascar","Production","Milk,Total","2009","555000"
"Livestock Primary","Madagascar","Production","Milk,Total","2010","555000"
"Livestock Primary","Madagascar","Production","Milk,Total","2011","560000"
"Livestock Primary","Madagascar","Production","Milk,Total","2012","570000"
"Livestock Primary","Malawi","Production","Eggs Primary","1990","15000"
"Livestock Primary","Malawi","Production","Eggs Primary","1991","15700"
"Livestock Primary","Malawi","Production","Eggs Primary","1992","14400"
"Livestock Primary","Malawi","Production","Eggs Primary","1993","16300"
"Livestock Primary","Malawi","Production","Eggs Primary","1994","17000"
"Livestock Primary","Malawi","Production","Eggs Primary","1995","17600"
"Livestock Primary","Malawi","Production","Eggs Primary","1996","18300"
"Livestock Primary","Malawi","Production","Eggs Primary","1997","18400"
"Livestock Primary","Malawi","Production","Eggs Primary","1998","18800"
"Livestock Primary","Malawi","Production","Eggs Primary","1999","19200"
"Livestock Primary","Malawi","Production","Eggs Primary","2000","19500"
"Livestock Primary","Malawi","Production","Eggs Primary","2001","19445"
"Livestock Primary","Malawi","Production","Eggs Primary","2002","19673"
"Livestock Primary","Malawi","Production","Eggs Primary","2003","20000"
"Livestock Primary","Malawi","Production","Eggs Primary","2004","19913"
"Livestock Primary","Malawi","Production","Eggs Primary","2005","20200"
"Livestock Primary","Malawi","Production","Eggs Primary","2006","19500"
"Livestock Primary","Malawi","Production","Eggs Primary","2007","19780"
"Livestock Primary","Malawi","Production","Eggs Primary","2008","20000"
"Livestock Primary","Malawi","Production","Eggs Primary","2009","20250"
"Livestock Primary","Malawi","Production","Eggs Primary","2010","20650"
"Livestock Primary","Malawi","Production","Eggs Primary","2011","21100"
"Livestock Primary","Malawi","Production","Eggs Primary","2012","21500"
"Livestock Primary","Malawi","Production","Meat, Total","1990","41836"
"Livestock Primary","Malawi","Production","Meat, Total","1991","44471"
"Livestock Primary","Malawi","Production","Meat, Total","1992","45797"
"Livestock Primary","Malawi","Production","Meat, Total","1993","45075"
"Livestock Primary","Malawi","Production","Meat, Total","1994","43026"
"Livestock Primary","Malawi","Production","Meat, Total","1995","47444"
"Livestock Primary","Malawi","Production","Meat, Total","1996","55806"
"Livestock Primary","Malawi","Production","Meat, Total","1997","51573"
"Livestock Primary","Malawi","Production","Meat, Total","1998","54414"
"Livestock Primary","Malawi","Production","Meat, Total","1999","56209"
"Livestock Primary","Malawi","Production","Meat, Total","2000","62767"
"Livestock Primary","Malawi","Production","Meat, Total","2001","65499"
"Livestock Primary","Malawi","Production","Meat, Total","2002","54156"
"Livestock Primary","Malawi","Production","Meat, Total","2003","57277"
"Livestock Primary","Malawi","Production","Meat, Total","2004","62450"
"Livestock Primary","Malawi","Production","Meat, Total","2005","60219"
"Livestock Primary","Malawi","Production","Meat, Total","2006","67500"
"Livestock Primary","Malawi","Production","Meat, Total","2007","83340"
"Livestock Primary","Malawi","Production","Meat, Total","2008","102322"
"Livestock Primary","Malawi","Production","Meat, Total","2009","115683"
"Livestock Primary","Malawi","Production","Meat, Total","2010","112344"
"Livestock Primary","Malawi","Production","Meat, Total","2011","162922"
"Livestock Primary","Malawi","Production","Meat, Total","2012","208049"
"Livestock Primary","Malawi","Production","Milk,Total","1990","36800"
"Livestock Primary","Malawi","Production","Milk,Total","1991","69832"
"Livestock Primary","Malawi","Production","Milk,Total","1992","74190"
"Livestock Primary","Malawi","Production","Milk,Total","1993","66550"
"Livestock Primary","Malawi","Production","Milk,Total","1994","59310"
"Livestock Primary","Malawi","Production","Milk,Total","1995","59445"
"Livestock Primary","Malawi","Production","Milk,Total","1996","68050"
"Livestock Primary","Malawi","Production","Milk,Total","1997","74585"
"Livestock Primary","Malawi","Production","Milk,Total","1998","81686"
"Livestock Primary","Malawi","Production","Milk,Total","1999","73320"
"Livestock Primary","Malawi","Production","Milk,Total","2000","78969"
"Livestock Primary","Malawi","Production","Milk,Total","2001","84672"
